parallax,l,b
-0.0234476156025849,296.3919552324498,-1.657743552614121
-0.2429113834372128,32.14755077229358,11.70326287050861
-2.201469417231615,32.051926277402245,9.651630221406606
-0.2828769610922733,25.45723698219853,-3.980690603429737
-0.0504118096925416,305.5407734915836,-1.0887700225483663
4.946599603236697,32.50509659528357,12.858125436747333
-0.01447218312665,25.51275456647527,-4.171736928615203
-0.0060918301533971,26.46318676239448,-5.337953080553385
-0.2992990585161825,305.4207934775767,-1.1233540959462764
-0.3570401426783263,25.37242236871435,-4.475126213935379
-0.2331851258257304,305.57882542509094,-1.0091032862133342
-0.0949094384940219,31.438015482272352,10.92014613371683
-0.0044631381968191,25.659303089868327,-4.136911787431283
-0.1714427004002806,31.460065039807056,10.534358214917493
-0.0255022924306081,30.77929065725917,10.030643225306193
-0.0589685408882068,31.13912326809044,11.37552386189723
-0.0147422438764742,30.86770644907665,10.1041493019127
-0.8459205464067792,28.62856484232616,-14.603355575593753
-0.1223158058026055,25.712093398426187,-4.695727042903971
-0.0852734381384205,29.71942519676109,-13.492655223630932
-0.0182748896742623,31.797985158514987,9.90369723141307
-0.0057875029277583,32.17722735203721,10.244687761071878
-0.1009860989396977,25.720704324939767,-3.798305891938517
-0.1194200563747726,25.37195819608117,-4.301536146498625
-0.0615584623400393,30.72505649174187,13.166208155440462
-0.1191017424055433,25.75051059482253,-4.260374384800553
-0.1769682989079348,30.943289914996917,12.57125869126922
-0.0194202727546478,26.650006812770048,-5.234689595062932
-0.2914142307624466,25.25694199669703,-4.083150447766488
-0.0116663840777021,280.0101143520559,-33.08597960094388
-0.0016921574472569,279.7399423493974,-32.848626625561025
-0.0644381116847379,279.791397111425,-32.51521131804135
-0.1552388692201115,279.7675706708988,-32.52803070305775
-0.0398966167090782,279.8779290025897,-32.25408861707957
-0.035164656024142,279.6829390205489,-32.776131822852854
-0.0077666980813564,25.435374005409173,-4.067090603884767
-0.0725588083275588,279.9343926417032,-32.94115235625716
-0.0273435983508737,279.8568317249125,-32.89612425470517
-0.0364449285963022,280.4145922171122,-32.58501589815484
-0.6603288616091814,279.6798974648193,-32.681166228867106
-0.0184913306715949,30.487926896983524,-14.163304298431
-0.0677402591364051,279.89262769851103,-32.75938276833564
-0.0704482864206318,279.91883962933645,-32.84095025628759
-0.4023740261744159,279.8838316642582,-32.82279560367038
-0.0973883060321226,280.272932187935,-32.68429604429322
-0.1359652669435048,280.24162086110925,-32.63281078529707
-0.760270915567699,326.4442929120087,2.1530554997350784
-0.0257037113124786,280.15084983873874,-32.914932124490726
-0.027672532020574,29.56049590850225,-13.85838633391599
-0.0157852129056948,279.77614684354955,-33.12429334963082
5.137596175917724,326.9791573772746,2.6102644017616705
-0.1731331742451491,31.27897002653033,-16.3779237828785
-0.1269552335870812,280.01842932626835,-32.53223204913674
-0.0321859259806851,279.57715795589127,-32.80977418184351
-0.0157421217861699,279.91248343580213,-32.63205292465687
-0.0950242562550112,280.2687737404188,-32.76847696069251
-0.1978691061641974,279.57005869634264,-32.72890620933344
-0.053855228237619,280.2692477719569,-32.80133766481401
-0.0616408825917438,279.95122415296026,-32.45536031517588
-0.2537044540382689,327.3350559653687,2.8147364453495385
-0.1252205361927652,280.2292137194596,-32.83709141638194
-0.1546860142129697,280.19194752296795,-32.78141700727305
-0.1445843846700276,279.9915473753054,-32.9889078246386
-0.0389196698117522,280.1680372814328,-33.01236164706683
-0.0047241602499355,280.1337791242586,-32.846745649324944
-0.0997553905766545,280.0448002683087,-33.01282666643256
-0.1483507530947147,280.0131408387697,-33.04468257565824
-0.0179854369904606,279.6434906088436,-32.89285285356953
-0.0130849553165445,327.83322361019253,2.9659251524396884
-0.030584370724679,280.1488323641388,-32.66988600673879
-0.0186490568552829,279.5849153130933,-32.97599987350094
-0.1354759955037088,279.7307917812539,-33.03272095965288
-0.0493788171556451,279.7024252521492,-33.00690307847855
-0.0423873864300558,279.6610002082812,-33.01714555513137
-1.5001078475588836,327.66047718515057,2.6125500198428635
-0.0299574616137933,279.7569579663935,-32.37944622161976
-0.3016068871380817,51.060081406373406,-3.59755854093567
-0.0122045405207074,44.607359606604895,-5.529875791957746
-0.0867239304048198,43.94648482797111,-4.37691570324214
-0.1990803121038565,44.09668567022793,-3.6867382875000168
-1.3266249631227711,51.35924968154611,-3.853978235749603
-0.5800526069418985,44.41258018939808,-5.033640770782358
-0.0216294890409257,44.42847077703884,-5.023253004541804
-0.1257161519845841,44.60187862807162,-5.271766100659159
4.095260822382183,43.89198629048571,-4.912148678693077
-0.1201669336845835,140.30901831728426,1.9989586702596296
-0.0929079235274147,44.5934158904525,-5.12813791652699
-1.2049506043307032,141.65815610346533,1.9208744401475004
-0.0141920228213778,51.00748479840646,-3.763339534701548
-0.1997057279772978,51.304403917429504,-3.347471747479178
-0.0325013828352226,43.91230764333631,-4.649181324305549
-0.2908443478499949,50.810253810505166,-3.544810521602189
-1.2227910456567974,44.73130211716974,-4.935642818106142
-0.0635238062198269,50.91403774142171,-3.535573763636104
-0.0340518995515689,99.16727303594467,20.43169626614792
-0.1196735073241416,338.65660156607373,-14.977159059286418
-0.2528371576715325,114.19021803666304,-0.4649248855065414
4.295781000154221,341.7005176191382,-17.096256448057805
-0.0042690612916591,342.9205999172518,-17.002656738675807
-0.020578775782641,103.81331735044247,19.751694913104267
7.256903155901752,93.88235730933523,22.200962961594453
-0.1166350836818589,104.33641273639094,19.336989088366224
-0.0106655888831546,116.25242555644374,0.4365896485034094
-0.2951834273170333,116.6222981774412,-0.4403031142957565
-0.0085402149442439,339.85498132399096,-16.10671231630624
-0.2812150625782959,114.38803783627766,0.0218897553996183
-0.0393094384939005,114.98668281970916,0.2263037484651104
-0.013904410874714,101.70139285230626,19.559405261320645
-0.1016102441201452,102.13586898885396,19.00587303206897
-1.4385253945996084,108.46214974040018,-1.3240291380495866
-0.00204500885595,341.8813453549142,-16.763793149495303
-0.2030312745873796,116.95306690848146,0.0422188729060373
5.93023378529971,101.30910963650896,18.698494499329847
-0.2162917647422608,109.575121588951,-1.4242313297518348
-1.2006948552755263,318.1330444083211,-9.531059795248712
-0.0594193377941232,305.9484718818261,-1.512348219540515
-0.022343674115368,304.8315348202908,-1.7337994692892602
-1.8570506368216544,318.90254179646394,-9.043178230415007
-0.0761271075913758,305.75509676617577,-1.7944621776675482
-0.5736935960156019,4.757653997770465,3.7699241046138425
-1.767766345817987,305.6805403865852,-1.5503262008416627
-0.0568491058527391,107.8107224346558,-1.4501448449948902
-0.6689740151376988,4.598218654784539,5.047356529541911
-0.14220475454799,4.3398245188426845,5.115217783132502
-0.2887669704773882,318.24237627290256,-8.804194071825126
-0.1798208190216294,316.86724144296136,-8.037164476770258
-0.0389657972730603,305.9028586788985,-1.685197208017169
8.143128575272915,317.1243148244764,-8.113487846249695
-0.0391932453481179,4.274768629986676,5.316618385843345
-0.1904346840116594,317.2142903603834,-7.977518303383184
-0.2512215363082973,4.386372837793098,5.2059153706842345
-0.2201876198674525,317.043363724108,-8.676536997411564
-0.1444066254536329,4.577270356187599,3.4876452324627025
-0.3218468428487453,5.0135819264606605,3.6326581012339294
-0.659351438296429,4.425453323243029,5.2005434621829325
-0.1611874014110078,4.836339337578399,3.7301817710568552
-1.650056193507618,4.878435998587593,3.682806075216316
-0.4217636214917424,318.52413025986294,-8.580136792604996
-0.8346954723168979,4.420195113807235,5.28404748577101
-0.3812133589992489,4.67452533730332,3.63945849999916
-0.2684464884280336,4.912606537605845,3.785569515818601
-0.1600737015547221,4.747853283303241,5.073033107962687
-0.3345582957243395,305.62463117908675,-1.3411460096263603
-0.0407273485704492,101.98434722334396,4.165014986627676
-0.2900827388922118,4.806587823605477,3.7200028760831167
-0.0844992793157855,4.71330032885281,3.7945904108343074
-0.0267886585796561,305.2448431819473,-1.4698840607406272
-0.0219949780300595,110.254530069942,-6.65573828535915
-1.1115183011368546,4.807007486992918,3.422385705532927
-0.0459932841211333,108.35118106132612,-6.45868815238231
-0.083814619466853,4.271819455294267,5.166263580965781
-0.2580650481638976,107.47421340705156,-6.996960583471329
-0.0482654484399956,104.25491214271943,4.709523304459883
-0.0413533518787156,103.291861831283,4.013590886187945
-3.119045807524484,108.97757922597962,-6.126369056748572
4.80370788326464,111.21355448570128,-5.516564522854874
-0.0364588425182705,102.61861489170958,4.484679348190263
-0.0913802286754405,17.068291256270104,6.724650335243933
-0.4685522031478792,103.64487242542376,3.325040984583435
-0.0237875631244697,333.7858323543788,8.853381065351495
-0.1751508869654182,17.276417342373588,6.648424023635221
-0.0277847629845961,18.170117273785504,6.77669440658952
-0.1444380853861194,16.629203534501574,6.7310767458051135
-0.1829814920772285,109.43488828134429,-5.9989251769912535
-0.2597784752209536,333.7950822386143,9.417049343415483
5.030337000788646,101.71688211519236,4.978813415751672
-0.2688768424688801,17.121233530849707,6.888507038116985
-0.2042492854221664,48.381191228574856,2.630361220885871
-0.0527187827721961,333.9582242519079,9.707484730864527
4.172666268726505,333.88762987233065,8.631687229080969
-0.1259608938615085,304.1767403439894,7.879351137193251
-0.0656233074538854,333.07507560262883,8.877713919692916
-0.0032962472983948,48.03290723577359,2.641536746956896
-0.0243629269806977,334.2391862699676,10.042396930924395
-0.092960775696382,306.3332832733153,3.305971537739106
-0.1147782324993856,48.27775212413968,2.364164100376009
-0.0052400985049528,353.09763225347945,-7.555099986160418
-3.326278041795439,48.897102225427744,1.9896771237931636
-0.0113397522685975,354.0399310574676,-8.373375370646054
-0.4967927049714318,353.84865957464734,-7.785128068354446
-0.1159758163549023,49.052208921519565,0.8303074320161404
-0.1228625310256518,354.060665982999,-8.345827648329946
-0.0943874883449568,353.03238823118005,-7.778808349167989
-0.3700044186453129,353.7889505196312,-8.214770177714112
-0.2941722258015957,305.4683297796843,2.5336003717122177
-0.0367548907665476,353.40571736169,-7.730779490250591
-0.0034554620548961,353.7536798372906,-7.806731552784308
-0.5568763124489229,353.194580131002,-7.926909516184126
-0.0470375301075413,353.8176333874918,-7.868900512440546
-0.0563889300560482,353.8203806508698,-7.885398301822935
-0.0333077369250962,305.5210120873664,3.2069962798386102
-0.0042866690667481,353.97285390794724,-8.077785918404226
-0.0410969320308194,353.58452513846686,-7.680514876859628
-0.6300480208447564,353.364775580776,-7.863499940605125
-0.003000831391723,353.4858641544462,-7.542215607852606
-0.0217905307902377,354.12184464220474,-8.457777851376344
-0.1463937368748527,353.34979284619374,-7.8300378827600925
-0.1131057549467539,353.7988206465454,-8.446090477453069
-1.2786450578186743,353.54554654141424,-7.97911264343403
-0.3075070466683927,326.01770378002766,1.9163375582581843
-0.0528463787856625,353.19297309719684,-7.678319047356524
-0.2407663751616733,326.0628997990753,1.3485242463182971
-0.8218633061833965,354.0852717211353,-8.148112460376868
-0.0217334697961328,325.0484363557809,-4.382511033993121
-0.0063355349824777,324.5502184962395,-4.027449542923917
-0.1923406709084714,354.3511289913925,-8.335803509629628
-0.0167799678931623,354.4675342360698,-8.54839301165546
-0.1267925790894989,354.4640454778999,-8.530956481812247
-0.0188911274832178,323.72919723496034,-4.033884087402506
-0.046631873935415,324.9922723350725,-3.85822183350728
-0.0592523760446159,324.936957312707,-4.178398740076369
-0.0214245176218458,354.5871827955035,-8.419663733397035
-0.0321627686238767,323.9240807456658,-3.828482402061491
-0.0068821019294742,34.0762761305139,16.92166936426559
-1.245994805536231,324.63510050364374,-3.8401671646386064
-0.2121839572703983,30.21960116474204,20.941011651906035
-1.7572351758272968,323.7417154054795,-3.527343161279396
-0.0226983281889318,323.84625307958373,-3.619583465979803
-0.0493254680785023,124.28566846381624,-6.047717036892519
-1.6187023664055888,32.311706230363974,19.3502436685118
-0.2149128018231243,122.88365544142312,-6.8559661282384505
-0.4491393842104939,117.15756156009144,-3.446702254853275
-0.1570854864639869,310.79768825948764,-13.460646041799867
-1.4623423633701342,123.73807396887902,-5.166153930207369
-0.0193759660788898,309.9338056818914,-13.7829668679871
-0.3535325679028839,124.27366451365316,-5.806107713669688
-0.0038256355001467,310.11326286937765,-14.273247422758304
-0.0037587433939868,311.2907199847145,-12.962202349184176
4.512328440793353,309.9492254296883,-14.593898492243696
8.142441228879006,35.82194054805539,0.2131962696799987
-0.1780403540611731,35.658891692587815,3.8815356027793215
-0.1260634432425376,6.962814781600001,-5.091414274807812
-0.1212967096504811,7.420290127745302,-5.652437604189329
-0.1237413989879911,35.86561437504175,3.628196487080251
-0.098796363267838,7.014839607481985,-5.077100035333338
-0.1296245041018142,7.430863470188277,-5.593890697747278
-0.1921575190142019,311.9019955450927,-12.711684202313863
-0.107241930451545,6.891582359379792,-4.900657848532746
-0.00287564289918,6.907871572510967,-4.891183692943161
-0.0807959632107373,6.445718209790738,-10.851391567746182
-0.0798535872702218,7.187891045847509,-10.637918875440771
-0.1349516936611642,36.001293576830506,3.14375680204033
-0.0756927293404002,7.013839403987987,-4.83480793107712
-0.411782149368834,7.078216248317106,-5.783298941226206
-0.0624723426800934,6.826556386655941,-5.323197234601288
6.064183377076348,38.85455339326646,-0.2462578505784192
-0.0488704359125802,7.017695831198085,-4.877820420335405
-0.3228353378759435,7.05937999513679,-4.868323211750499
-0.0067251239760156,7.598885696113648,-5.529588200443971
4.061678797202309,38.69921178276556,0.5073323239662275
-0.0004807137869407977,6.899315959739489,-5.293372535416688
-0.1673461416016143,6.519163346258268,-10.589908057880216
-0.023987088940125,7.354179805036649,-5.511440303353536
-0.1297886129663562,6.86640838211718,-11.082020382362916
-0.1276743539909078,6.891394345682576,-4.919782821092388
-0.0804883657527621,6.016771561339527,-10.37672138313382
-0.0316451607664356,6.87084274817736,-5.178451902106124
-0.0486373530602678,7.352293468362453,-5.409066791401718
-0.0853851814937187,7.299945141286329,-10.81499441298416
-0.0671401726914709,6.127826370737246,-10.5143347316608
-0.3274506801394644,6.910607021840622,-5.237556339295377
-0.0634493649690076,7.00593648675136,-4.940939600298199
-0.0003792739006732437,7.080284571660512,-11.451500068264078
-1.5206160587906918,6.472316965583961,-11.237673544354893
-0.208428241381666,6.829639899405805,-5.088788839349492
-0.0404625028827566,7.25559036728963,-11.485391262204791
-0.2245217142103734,6.378513048941508,-10.803527911487516
-1.0880574405324108,38.522020349636485,-2.5719611174866057
-0.3207086113818466,37.97569910616991,-1.9346425509365452
-0.1574167449152644,5.90459448206754,-10.585113546432952
-0.0663694729399879,339.33734769014507,4.895375505150452
-0.8144351617144125,37.70682910709666,-1.7123469502788826
-0.7761813937840365,37.56001082089288,-1.634796833914257
-0.0491231655579545,339.0139834945796,5.765744466229071
-0.0234527188809822,37.91175719288189,-1.4732549699483832
-0.0535305560810358,37.89166439911858,-1.255436016497044
-0.0334460842087802,135.00889619483803,-9.722691439182364
-0.8505572511047711,133.59580771518395,-9.687572001879865
-0.2294201452325022,329.1570446021968,-0.8603276988393487
-0.0536868200718671,135.19531616967612,-10.94131105499494
-1.550914241715545,133.3412557578865,-13.418809512221488
-0.0529416708868598,339.18002812042903,4.063104090845696
16.523350491088117,132.8736902677755,-11.3842908494138
-0.0899152827198958,330.3097801705076,-2.259386239681739
-0.8654311579632462,339.5605512621368,5.003699800526983
-0.0871331400230939,135.37202048613975,-8.664204349980196
-0.0559763979258174,330.0086478866041,-2.0818328865143445
-0.2385696864489537,330.284716184707,-2.191568901934851
-0.0429298666118163,339.3560988781131,4.613808174551219
-0.1771146694661047,329.9998194944631,-2.0011987592808422
-0.1621206885112583,132.7089443963496,-13.396201101954276
-0.0741836277010318,338.68644011491136,4.903041556700132
5.743373670909001,133.6706421815917,-11.286298747382858
-0.3754154325228393,329.6674666821258,-0.8334989169949145
-0.0160986483385441,244.84699498899664,-5.77278977585165
-3.0706776347686544,330.314098084077,-2.00900239536992
-0.0648875950840201,330.57624315380934,-1.9230590362227309
-0.0819053771905411,330.19984978115093,-2.1949907102981983
-0.0998765983542018,330.48528794725394,-2.147848529544057
-0.2697427728935127,244.49261055596585,-6.608440388130489
-0.0168739341201917,250.1308311615963,-4.401696489166596
-0.072751054725398,210.80068205054684,-0.3105154504735264
-0.4670918416008199,43.83531263990802,3.9177663581260713
-0.0310031775068988,245.0661847713897,-5.694383580380096
-0.026311035173215,210.236425077306,-0.6326981799817946
-0.0227942554482919,210.21930796180973,-0.5661943678211087
-0.0234566526026908,43.817062135760985,4.296125328592485
-0.0112602318501122,205.42279779152105,-4.482437907877049
-0.3750237735927595,206.73750368044847,-5.211273887345234
-0.904189386294076,205.52180718593883,-4.314962133229367
-0.0427118118801426,212.15042581208743,-1.31728749326219
4.844020872317695,57.89931595316104,-11.50443435918595
-0.0904706710477462,210.93764813593063,-1.790301940793617
-0.0280855971228817,211.23939385080675,0.3161750657009265
-1.3167781340790174,206.73016439457723,-4.754659624155244
-0.1073984409812695,58.79233220171642,-10.97226579480164
-0.3186936733928217,56.87826070953784,-9.48005864008566
-0.0254781771313658,206.7599500203224,-4.147731859845711
-1.027420966219666,210.74697400276528,-1.2498615828172666
-0.0107348815655157,211.42825211127865,-1.64446262865685
-0.00581558175964,57.6575458332262,-9.49300814367126
-0.1134391714626686,57.59477759368544,-9.313292695978202
-0.0857678428467429,57.824047111884525,-10.816867111495592
-0.6155740885390931,57.94142307167881,-10.9694919508834
-0.0252376317955585,57.116784494437184,-8.96539288524055
-0.03076459964792,57.307165423284616,-9.1216201940733
-0.0486570334784374,219.3719685799763,-11.061783144060596
-2.0687119728106578,59.5366428172805,-10.303577873626477
4.061286893159271,220.80680564334995,-9.634493009220185
-0.8526101775432564,220.51918111582796,-6.745285447206393
-0.6622236511494917,343.52365758696857,-11.242382167097093
-0.0544052620647721,59.10628708574994,-11.91863622486635
-0.0504255867712954,58.29484175419347,-9.963092666962591
-0.0310566410997601,219.66680493243527,-9.017312622414163
-0.0263327645452831,343.84062910573925,-11.787326619038694
-0.0103175869654788,218.68795561386173,-6.803444956077891
-0.0034726203105889,343.4391809304305,-11.768172173021874
-0.7958959271677442,218.302705101207,-10.389486489602197
